@relation 'train_data-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L2-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L2-weka.filters.unsupervised.attribute.MathExpression-Eabs(A11)-R1-10,12-22-weka.filters.unsupervised.attribute.MathExpression-EA11/365-R1-10,12-22-weka.filters.unsupervised.attribute.MathExpression-Eabs(A12)-R1-11,13-22-weka.filters.unsupervised.attribute.MathExpression-EA12/365-R1-11,13-22-weka.filters.unsupervised.attribute.AddExpression-Ea11+a12-NStability-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-RIncome-N\'(-inf-0.333333]\':Low,\'(0.333333-0.666667]\':Middle,\'(0.666667-inf)\':High-weka.filters.unsupervised.attribute.RenameNominalValues-RAge-N\'(-inf-0.333333]\':Young,\'(0.333333-0.666667]\':Adult,\'(0.666667-inf)\':Old-weka.filters.unsupervised.attribute.RenameNominalValues-R12-N\'(-inf-0.333333]\':Fresh,\'(0.333333-0.666667]\':Junior,\'(0.666667-inf)\':Senior-weka.filters.unsupervised.attribute.RenameNominalValues-R5-N\'(-inf-0.333333]\':Few,\'(0.333333-0.666667]\':Average,\'(0.666667-inf)\':Many-weka.filters.unsupervised.attribute.RenameNominalValues-R15-N\'(-inf-0.333333]\':Y,\'(0.666667-inf)\':N-weka.filters.unsupervised.attribute.RenameNominalValues-R18-N\'(-inf-0.333333]\':Few,\'(0.333333-0.666667]\':Average,\'(0.666667-inf)\':Many-weka.filters.unsupervised.attribute.RenameNominalValues-R19-N\'(-inf-0.333333]\':Fresh,\'(0.333333-0.666667]\':Junior,\'(0.666667-inf)\':Senior-weka.filters.unsupervised.attribute.RenameNominalValues-R19-N\'(-inf-0.333333]\':Y,\'(0.666667-inf)\':N-weka.filters.unsupervised.attribute.RenameNominalValues-R20-N\'(-inf-0.333333]\':Y,\'(0.666667-inf)\':N-weka.filters.unsupervised.attribute.RenameNominalValues-R21,22-N\'(-inf-0.333333]\':N,\'(0.666667-inf)\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R21-N\'(-inf-0.333333]\':N,\'(0.666667-inf)\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'All\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'All\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R16-N\'All\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R21,22-N\'no\':N,\'yes\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R21-N\'no\':N,\'yes\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R18-NAverage:Moderate-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NFresh:New-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NJunior:Moderate-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NSenior:Old'

@attribute ID {'\'(-inf-0.333333]\'','\'(0.333333-0.666667]\'','\'(0.666667-inf)\''}
@attribute Gender {M,F}
@attribute 'Has a car' {Y,N}
@attribute 'Has a property' {Y,N}
@attribute 'Children count' {Few,Average,Many}
@attribute Income {Low,Middle,High}
@attribute 'Employment status' {Working,'Commercial associate',Pensioner,'State servant',Student}
@attribute 'Education level' {'Secondary / secondary special','Higher education','Lower secondary','Incomplete higher','Academic degree'}
@attribute 'Marital status' {Married,'Single / not married',Separated,'Civil marriage',Widow}
@attribute Dwelling {'With parents','House / apartment','Municipal apartment','Rented apartment','Office apartment','Co-op apartment'}
@attribute Age {Young,Adult,Old}
@attribute 'Employment length' {Fresh,Junior,Senior}
@attribute 'Has a mobile phone' {Y}
@attribute 'Has a work phone' {Y}
@attribute 'Has a phone' {Y,'\'(0.333333-0.666667]\'',N}
@attribute 'Has an email' {Y}
@attribute 'Job title' {'Core staff',Accountants,Laborers,Managers,'Sales staff','Medicine staff','High skill tech staff','HR staff','Low-skill Laborers',Drivers,Secretaries,'Cleaning staff','Cooking staff','Security staff','Private service staff','IT staff','Waiters/barmen staff','Realty agents'}
@attribute 'Family member count' {Few,Moderate,Many}
@attribute 'Account age' {New,Moderate,Old}
@attribute 'Is high risk' {Y,'\'(0.333333-0.666667]\'',N}
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}
@attribute Stability numeric

@data
'\'(-inf-0.333333]\'',M,N,N,Average,Middle,Working,'Higher education',Married,'Rented apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Moderate,Old,Y,no,no,44.512329
'\'(-inf-0.333333]\'',F,N,N,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Young,Junior,Y,Y,N,Y,Laborers,Few,New,Y,no,no,48.471233
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Moderate,Old,Y,no,no,40.569863
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,63.052055
'\'(0.666667-inf)\'',M,Y,Y,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Moderate,Y,no,no,32.153425
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,'Cleaning staff',Few,Old,Y,no,no,57.282192
'\'(-inf-0.333333]\'',M,Y,Y,Few,Middle,Working,'Secondary / secondary special','Single / not married','House / apartment',Adult,Junior,Y,Y,Y,Y,Drivers,Few,New,Y,no,no,53.123288
'\'(-inf-0.333333]\'',M,Y,Y,Few,High,Working,'Secondary / secondary special','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,Drivers,Few,Old,Y,no,no,33.446575
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Young,Junior,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,49.838356
'\'(0.666667-inf)\'',F,N,N,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,54.679452
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,27.178082
'\'(0.666667-inf)\'',F,N,Y,Many,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Many,Moderate,Y,no,no,39.673973
'\'(-inf-0.333333]\'',M,N,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,N,Y,Laborers,Few,Moderate,Y,no,no,30.178082
'\'(0.333333-0.666667]\'',M,Y,N,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,Moderate,Y,no,no,42.79726
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Moderate,Moderate,Y,no,no,51.575342
'\'(0.666667-inf)\'',F,N,Y,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,38.608219
'\'(0.666667-inf)\'',F,N,Y,Few,Middle,'State servant','Secondary / secondary special','Single / not married','House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,54.49863
'\'(-inf-0.333333]\'',M,N,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Young,Junior,Y,Y,Y,Y,Managers,Few,Old,Y,no,no,50.772603
'\'(0.333333-0.666667]\'',M,N,N,Few,Middle,Working,'Secondary / secondary special',Married,'Rented apartment',Adult,Fresh,Y,Y,N,Y,Drivers,Few,Old,Y,no,no,40.89589
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,50.342466
'\'(-inf-0.333333]\'',M,Y,Y,Many,Middle,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Many,Old,Y,no,no,43.167123
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Moderate,Old,Y,no,no,48.224658
'\'(-inf-0.333333]\'',F,N,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,'Sales staff',Few,Old,Y,no,no,62.564384
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,Old,Y,no,no,46.216438
'\'(0.666667-inf)\'',F,N,N,Average,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Moderate,New,Y,no,no,44.290411
'\'(0.333333-0.666667]\'',M,Y,N,Few,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Drivers,Moderate,Old,Y,no,no,31.224658
'\'(-inf-0.333333]\'',F,Y,Y,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Managers,Moderate,Moderate,Y,no,no,36.00274
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Managers,Moderate,Moderate,Y,no,no,29.249315
'\'(-inf-0.333333]\'',F,N,N,Few,Middle,'State servant','Secondary / secondary special','Single / not married','Municipal apartment',Old,Junior,Y,Y,N,Y,'Cooking staff',Few,Moderate,Y,no,no,69.830137
'\'(-inf-0.333333]\'',F,Y,Y,Few,Low,'State servant','Secondary / secondary special',Married,'House / apartment',Adult,Senior,Y,Y,Y,Y,'Medicine staff',Moderate,New,Y,no,no,70.071233
'\'(-inf-0.333333]\'',F,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,New,Y,no,no,56.090411
'\'(-inf-0.333333]\'',M,N,N,Many,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Many,Old,Y,no,no,38.238356
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,Moderate,Y,no,no,55.49589
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Moderate,Old,Y,no,no,42.487671
'\'(-inf-0.333333]\'',F,N,N,Few,Middle,'State servant','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Secretaries,Few,Moderate,Y,no,no,49.627397
'\'(0.333333-0.666667]\'',F,N,N,Few,Middle,Working,'Higher education','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,50.873973
'\'(0.666667-inf)\'',F,N,Y,Many,Low,Working,'Secondary / secondary special','Single / not married','Municipal apartment',Adult,Junior,Y,Y,N,Y,Laborers,Moderate,New,Y,no,no,50.043836
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,78.071233
'\'(0.333333-0.666667]\'',F,Y,Y,Few,Middle,Working,'Higher education','Civil marriage','House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,36.887671
'\'(0.666667-inf)\'',F,Y,Y,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,New,Y,no,no,37.69589
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','Municipal apartment',Adult,Senior,Y,Y,Y,Y,'Medicine staff',Few,Moderate,Y,no,no,71.334247
'\'(0.333333-0.666667]\'',F,N,Y,Average,Middle,'Commercial associate','Secondary / secondary special','Civil marriage','House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,New,Y,no,no,39.183562
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,43.586301
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,'Sales staff',Few,Old,Y,no,no,57.906849
'\'(-inf-0.333333]\'',M,Y,N,Few,Middle,Working,'Higher education',Married,'House / apartment',Old,Junior,Y,Y,N,Y,Laborers,Few,Moderate,Y,no,no,70.460274
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,'Commercial associate','Secondary / secondary special',Widow,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,58.542466
'\'(0.666667-inf)\'',F,Y,N,Many,Middle,Working,'Incomplete higher',Married,'House / apartment',Young,Junior,Y,Y,Y,Y,'Core staff',Many,Old,Y,no,no,46.145205
'\'(0.666667-inf)\'',F,N,N,Few,Middle,'State servant','Higher education',Widow,'House / apartment',Adult,Junior,Y,Y,N,Y,'Core staff',Few,Old,Y,no,no,62.054795
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,Old,Y,no,no,39.736986
'\'(0.666667-inf)\'',F,N,N,Few,High,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,53.457534
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,'Commercial associate','Higher education','Civil marriage','House / apartment',Young,Fresh,Y,Y,Y,Y,Accountants,Few,Moderate,Y,no,no,31.326027
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,45.150685
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'With parents',Adult,Fresh,Y,Y,Y,Y,Drivers,Moderate,Moderate,Y,no,no,42.213699
'\'(0.333333-0.666667]\'',F,N,Y,Few,High,Working,'Higher education',Married,'House / apartment',Adult,Senior,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,68.745205
'\'(0.666667-inf)\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,57.454795
'\'(0.666667-inf)\'',M,Y,Y,Few,High,Working,'Secondary / secondary special','Single / not married','Rented apartment',Adult,Junior,Y,Y,Y,Y,'Cooking staff',Few,Moderate,Y,no,no,54.057534
'\'(-inf-0.333333]\'',M,Y,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Managers,Few,New,Y,no,no,68.147945
'\'(-inf-0.333333]\'',F,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,70.019178
'\'(0.333333-0.666667]\'',F,Y,N,Average,Middle,Working,'Secondary / secondary special',Married,'With parents',Young,Fresh,Y,Y,Y,Y,Managers,Moderate,Moderate,Y,no,no,42.624658
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'Municipal apartment',Adult,Senior,Y,Y,Y,Y,'Medicine staff',Moderate,New,Y,no,no,65.956164
'\'(0.333333-0.666667]\'',F,Y,N,Few,Low,'Commercial associate','Secondary / secondary special','Civil marriage','With parents',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,45.221918
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,54.920548
'\'(0.666667-inf)\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,53.391781
'\'(-inf-0.333333]\'',F,N,Y,Average,Middle,'State servant','Higher education',Separated,'With parents',Young,Fresh,Y,Y,Y,Y,'High skill tech staff',Moderate,Old,Y,no,no,32.958904
'\'(0.666667-inf)\'',F,N,N,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Old,Senior,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,81.657534
'\'(-inf-0.333333]\'',M,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,67.345205
'\'(0.333333-0.666667]\'',F,N,N,Few,Middle,Working,'Secondary / secondary special',Widow,'House / apartment',Old,Junior,Y,Y,Y,Y,Accountants,Few,Old,Y,no,no,72.038356
'\'(-inf-0.333333]\'',F,N,Y,Average,Low,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'High skill tech staff',Moderate,Moderate,Y,no,no,36.578082
'\'(-inf-0.333333]\'',M,N,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'High skill tech staff',Moderate,Moderate,Y,no,no,38.643836
'\'(0.333333-0.666667]\'',M,Y,Y,Few,High,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Managers,Moderate,Moderate,Y,no,no,48.457534
'\'(-inf-0.333333]\'',M,N,N,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,46.142466
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Moderate,Moderate,Y,no,no,49.939726
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,28.035616
'\'(0.333333-0.666667]\'',F,N,Y,Average,Middle,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,New,Y,no,no,37.909589
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,'State servant','Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,61.772603
'\'(0.666667-inf)\'',F,N,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Senior,Y,Y,Y,Y,Accountants,Few,New,Y,no,no,78.260274
'\'(0.333333-0.666667]\'',M,N,Y,Few,Middle,Working,'Secondary / secondary special','Civil marriage','House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,Old,Y,no,no,46.684932
'\'(0.666667-inf)\'',M,Y,N,Few,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,29.268493
'\'(0.666667-inf)\'',F,Y,Y,Average,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Medicine staff',Moderate,Old,Y,no,no,39.350685
'\'(-inf-0.333333]\'',F,Y,Y,Average,Low,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Moderate,Moderate,Y,no,no,44.868493
'\'(-inf-0.333333]\'',F,Y,N,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','Municipal apartment',Young,Junior,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,45.731507
'\'(-inf-0.333333]\'',M,Y,Y,Few,Middle,'State servant','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,N,Y,'Core staff',Moderate,Moderate,Y,no,no,41.145205
'\'(0.666667-inf)\'',F,Y,N,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,Y,no,no,52.263014
'\'(-inf-0.333333]\'',F,N,Y,Average,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Cooking staff',Moderate,Old,Y,no,no,37.227397
'\'(0.666667-inf)\'',F,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,58.065753
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,New,N,no,no,50.320548
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,'Medicine staff',Few,Old,Y,no,no,53.567123
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Few,New,Y,no,no,53.073973
'\'(0.333333-0.666667]\'',M,Y,N,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,Moderate,Y,no,no,42.79726
'\'(-inf-0.333333]\'',F,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Moderate,Moderate,Y,no,no,46.753425
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Higher education','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Medicine staff',Few,Moderate,Y,no,no,58.380822
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Cooking staff',Moderate,Moderate,Y,no,no,50.958904
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,Y,no,no,38.158904
'\'(-inf-0.333333]\'',M,Y,N,Few,Middle,'Commercial associate','Higher education',Married,'Municipal apartment',Young,Fresh,Y,Y,N,Y,Managers,Moderate,Moderate,Y,no,no,36.073973
'\'(-inf-0.333333]\'',F,N,Y,Average,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Cooking staff',Moderate,Old,Y,no,no,37.227397
'\'(0.333333-0.666667]\'',F,Y,Y,Average,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Moderate,Old,Y,no,no,28.632877
'\'(0.666667-inf)\'',F,N,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Managers,Few,New,Y,no,no,59.646575
'\'(0.333333-0.666667]\'',M,N,N,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Moderate,Moderate,Y,no,no,50.49589
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,Working,'Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Medicine staff',Few,New,Y,no,no,57.509589
'\'(-inf-0.333333]\'',F,N,N,Few,High,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,74.438356
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,N,Y,'Core staff',Few,Moderate,Y,no,no,31.356164
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Higher education',Married,'With parents',Young,Junior,Y,Y,Y,Y,'Cleaning staff',Moderate,Moderate,Y,no,no,49.460274
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,'State servant','Secondary / secondary special',Married,'House / apartment',Adult,Senior,Y,Y,Y,Y,'Core staff',Moderate,Moderate,Y,no,no,74.846575
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Moderate,Old,Y,no,no,55.167123
'\'(0.333333-0.666667]\'',F,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,51.583562
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,Drivers,Few,Moderate,Y,no,no,41.70137
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,55.49589
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Higher education','Single / not married','House / apartment',Young,Junior,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,49.679452
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Adult,Junior,Y,Y,Y,Y,'Core staff',Few,Moderate,Y,no,no,49.389041
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,57.947945
'\'(0.333333-0.666667]\'',F,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Core staff',Few,New,Y,no,no,30.235616
'\'(0.666667-inf)\'',F,N,Y,Few,Middle,Working,'Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,30.646575
'\'(0.333333-0.666667]\'',M,Y,N,Few,Middle,'State servant','Higher education',Married,'Co-op apartment',Adult,Fresh,Y,Y,N,Y,Managers,Few,Old,Y,no,no,49.180822
'\'(0.333333-0.666667]\'',F,N,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,52.482192
'\'(0.666667-inf)\'',M,N,Y,Few,Middle,'Commercial associate','Higher education','Civil marriage','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Few,Old,Y,no,no,44.920548
'\'(-inf-0.333333]\'',F,Y,Y,Average,Middle,'State servant','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Core staff',Moderate,New,Y,no,no,35.849315
'\'(0.666667-inf)\'',F,Y,Y,Few,High,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Accountants,Moderate,Moderate,Y,no,no,50.956164
'\'(-inf-0.333333]\'',M,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'With parents',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,Y,no,no,27.775342
